Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
CP-W3004,2023-08-03T13:05:50Z,2022-11-01T15:05:45Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.2364,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-07-27T16:04:44Z,,,"General-Prevention-Windows-Workstation
29 Jun 23 11:54 UTC","General-Response-Windows
01 Dec 22 17:18 UTC","General-Sensor-Windows
01 Mar 23 12:07 UTC",No policy,No policy,22548d46970a47759b0b98e97f10cff6,10.111.110.211,10.111.110.211,10.111.100.1,200.170.190.57,,00-d7-6d-02-33-6b,00-d7-6d-02-33-6b,normal,526060,8YZ2XF3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0102,2023-09-11T14:59:23Z,2023-07-07T19:49:54Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-11T13:46:41Z,,,"General-Prevention-Windows-Workstation
07 Jul 23 19:51 UTC","General-Response-Windows
07 Jul 23 19:51 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,a245d3b512654aa18902e429bd7fb49b,10.10.10.226,192.168.1.102,192.168.1.1,191.191.33.48,,00-ff-78-de-4e-59,70-cf-49-e5-6b-ef,normal,526060,6WVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3103,2023-08-11T05:29:47Z,2023-07-06T14:55:07Z,Mac,Ventura (13),"2,20E+262",,22.4.2000,"MacBookPro18,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
10 Jul 23 19:42 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac-teste
06 Jul 23 14:58 UTC",No policy,No policy,45a501948a974bdab4efd39354dd7a9a,192.168.15.8,,,177.190.196.142,,bc-d0-74-54-5d-97,,normal,4294967295,CJXQYHNP2N,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,Teste de Estabilidade de Versao - Mac"
LOFT-M3538,2023-08-24T14:19:41Z,2023-08-24T14:19:42Z,Mac,Monterey (12),21G83,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
24 Aug 23 14:20 UTC","General-Sensor-Mac
24 Aug 23 14:20 UTC",No policy,No policy,c1b96d1b57ea468184e319d08ecd5244,,,,187.72.41.41,,,,normal,591594,C02FX7CYMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W6509,2023-09-11T14:48:51Z,2023-05-18T19:57:24Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-08T16:44:36Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:23 UTC","General-Response-Windows
18 May 23 19:58 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,7866cb92f2d042a2b8b40a839ed280fe,192.168.1.8,192.168.1.8,192.168.1.1,179.251.56.37,,00-d7-6d-5c-69-d5,00-d7-6d-5c-69-d5,normal,526017,8B9VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3466,2023-09-11T13:09:28Z,2023-06-12T18:02:24Z,Mac,Ventura (13),22G90,,22.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:01 UTC","General-Response-Mac
12 Jun 23 18:04 UTC","General-Sensor-Mac
12 Jun 23 18:04 UTC",No policy,No policy,f0a30c3487bf4b128eaa1033de64b984,,,,201.26.3.21,,,,normal,591594,C02G50EMMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W0274,2023-08-30T16:18:54Z,2022-12-15T18:44:33Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.3324,Aspire A315-53,Acer,Workstation,Laptop,2023-08-18T10:46:31Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:27 UTC","General-Response-Windows
15 Dec 22 19:22 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,d0643cdbfef54d359fe43b056d40422d,10.111.140.191,10.111.140.191,10.111.140.1,200.170.190.57,,a4-63-a1-1e-a7-90,a4-63-a1-1e-a7-90,normal,526058,NXH3PAL007004BF2149501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0019,2023-09-11T14:13:23Z,2023-07-11T16:53:38Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T20:16:35Z,,,"General-Prevention-Windows-Workstation
11 Jul 23 16:54 UTC","General-Response-Windows
11 Jul 23 16:54 UTC","General-Sensor-Windows
29 Aug 23 15:40 UTC",No policy,No policy,e3128ffbebdd4243899acb6fe0df6241,192.168.0.2,192.168.0.2,192.168.0.1,177.36.186.250,,00-d7-6d-10-99-92,00-d7-6d-10-99-92,normal,526017,3FZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M0021,2023-07-31T14:22:46Z,2023-07-31T14:22:44Z,Mac,Monterey (12),21G217,,21.6.2000,"MacBookPro15,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,e17ff5045017495b9aae070320281171,,,,177.39.66.213,,,,normal,591594,C02XV1ZAJG5H,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-W3364,2023-09-11T14:27:42Z,2023-07-25T14:20:51Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2215,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-04T16:45:38Z,,,"General-Prevention-Windows-Workstation
25 Jul 23 14:22 UTC","General-Response-Windows
25 Jul 23 14:22 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,1046c4cc63644a9a860441a91c1f24c7,10.111.140.137,10.111.140.137,10.111.140.1,200.170.190.57,,00-d7-6d-12-db-94,00-d7-6d-12-db-94,normal,526017,FTBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6008,2023-09-11T14:58:10Z,2023-02-02T12:57:48Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-05T03:28:20Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
02 Feb 23 13:00 UTC","General-Sensor-Windows
29 Aug 23 14:58 UTC",No policy,No policy,ac949d7c34414d02a4b5a99cf37474ae,192.168.0.9,192.168.0.9,192.168.0.1,189.33.67.195,,00-d7-6d-5c-44-a0,00-d7-6d-5c-44-a0,normal,526017,119VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3175,2023-09-11T14:40:59Z,2022-11-10T15:55:45Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-11T11:26:06Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 22:32 UTC","General-Response-Windows
01 Dec 22 10:55 UTC","General-Sensor-Windows
29 Aug 23 14:34 UTC",No policy,No policy,da5678399cff4a73b74404d55c3b8e03,10.111.140.50,10.111.140.50,10.111.140.1,200.170.190.57,,00-d7-6d-10-9f-fa,00-d7-6d-10-9f-fa,normal,526017,8KZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6103,2023-09-11T14:30:14Z,2023-06-13T14:03:13Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-01T05:23:06Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:25 UTC","General-Response-Windows
13 Jun 23 20:37 UTC","General-Sensor-Windows
29 Aug 23 16:32 UTC",No policy,No policy,30203798e1ae43eaa3a95c82d44b829e,192.168.15.10,192.168.15.10,192.168.15.1,191.255.84.177,,00-d7-6d-5c-39-15,00-d7-6d-5c-39-15,normal,526017,9JJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-SPM-3580,2023-08-21T08:37:47Z,2023-08-17T14:19:26Z,Mac,Big Sur (11.0),"2,00E+242",,20.4.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
17 Aug 23 14:20 UTC","General-Response-Mac
17 Aug 23 14:20 UTC","General-Sensor-Mac
17 Aug 23 14:20 UTC",No policy,No policy,debf8565b0d74206870e8eb8ebfeccd1,,,,177.190.196.142,LOFT,,,normal,591594,C02G50ESMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-SPM-1020,2023-08-22T02:44:38Z,2023-08-21T18:26:48Z,Mac,Monterey (12),21G115,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
21 Aug 23 18:28 UTC","General-Response-Mac
21 Aug 23 18:28 UTC","General-Sensor-Mac
21 Aug 23 18:28 UTC",No policy,No policy,5afdb554ec7144ea9b1eb6da6b7038b0,,,,177.190.196.142,,,,normal,591594,C02C80X0MD6P,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-M4005,2023-09-11T14:35:51Z,2022-11-09T18:49:25Z,Mac,Monterey (12),21C52,,21.2.2000,"MacBookPro17,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
10 Jul 23 20:10 UTC","General-Response-Mac
09 Nov 22 18:51 UTC","General-Sensor-Mac
09 Nov 22 18:51 UTC",No policy,No policy,c0deca9b96e840018bbb29fd39be8e1c,,,,179.83.26.55,,,,normal,4294967295,C02H3603Q05D,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
VISTA-W0027,2023-09-11T14:45:12Z,2023-06-20T20:04:49Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-04T16:42:19Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
20 Jun 23 20:06 UTC","General-Sensor-Windows
29 Aug 23 14:41 UTC",No policy,No policy,e753b6f8743f4c8d81c9a5eb08fa1bd2,10.10.10.242,192.168.18.48,192.168.18.1,168.227.111.241,,00-ff-78-de-4e-59,70-cf-49-e4-65-f6,normal,526060,HSVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6519,2023-09-11T14:35:27Z,2023-06-02T14:32:58Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-03T02:24:56Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
02 Jun 23 14:34 UTC","General-Sensor-Windows
29 Aug 23 15:05 UTC",No policy,No policy,b1616f048d7a42bfa2a6d321600b7367,192.168.0.35,192.168.0.35,192.168.0.1,200.152.70.250,,00-d7-6d-5c-66-51,00-d7-6d-5c-66-51,normal,526017,2C9VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3002,2023-08-29T11:46:54Z,2023-03-13T15:29:10Z,Windows,Windows 11,"2,26E+04",Windows 11 Pro,10.0.22621.2215,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-28T10:49:47Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 17:13 UTC","General-Response-Windows
13 Mar 23 15:30 UTC","Teste de estabilidade de versao
18 Aug 23 15:45 UTC",No policy,No policy,f93314e5687545e6858793e4e90a1e7e,10.111.100.35,10.111.100.35,10.111.100.1,200.170.190.57,,34-73-5a-ad-9b-5d,34-73-5a-ad-9b-5d,normal,526060,JRVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF-Prevention-Policy-Homol-Win,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M0652,2023-08-24T15:14:46Z,2023-08-24T15:14:45Z,Mac,Monterey (12),21C52,,21.2.2000,"MacBookPro15,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
24 Aug 23 15:16 UTC","General-Sensor-Mac
24 Aug 23 15:16 UTC",No policy,No policy,6baf464d7dd542e1b58118c901d24c41,,,,177.190.196.142,,,,normal,591594,C02YD7N6JG5H,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
VISTA-L0050,2023-08-16T19:04:59Z,2023-04-04T15:16:54Z,Linux,Ubuntu 20.04,,,5.15.0-78-generic,Aspire A515-55,Acer,Server,Laptop,,,,"General-Prevention-Linux
04 Jul 23 16:16 UTC","General-Response-Linux
04 Apr 23 15:19 UTC","General-Sensor-Linux
15 Aug 23 10:12 UTC",No policy,No policy,dc51d37ac7ca46238a7b11753aa04a2a,192.168.1.178,10.0.0.169,,186.215.191.52,,d8-f3-bc-29-99-95,d8-f3-bc-29-99-95,normal,460517,NXA7LAL007112031BF9Z00,6.41.13804.0,FalconGroupingTags/remover-maquina,,,,,,,,yes,,,,,,,,,,,,,,,CS-GRP-BR-Linux
LOFT-W3733,2023-08-30T18:27:21Z,2022-06-01T13:01:40Z,Windows,Windows 11,"2,26E+04",Windows 11 Pro,10.0.22621.1992,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T18:27:25Z,,,"General-Prevention-Windows-Workstation
11 Jul 23 18:40 UTC","General-Response-Windows
11 Jul 23 18:40 UTC","General-Sensor-Windows
Changes pending",No policy,No policy,269ecdce8e0045f1bdedec1d0a78cf9b,10.10.251.109,10.10.251.109,10.10.251.1,177.190.196.142,,f4-ee-08-a9-dd-cf,f4-ee-08-a9-dd-cf,normal,526017,GFGRQK3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
LOFT-W6310,2023-09-11T14:52:16Z,2023-08-08T17:45:52Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T19:28:37Z,,,"General-Prevention-Windows-Workstation
08 Aug 23 17:46 UTC","General-Response-Windows
08 Aug 23 17:46 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,da419071535348febf7e4e74e9196858,10.10.251.130,10.10.251.130,10.10.251.1,187.72.41.41,,00-d7-6d-5c-69-30,00-d7-6d-5c-69-30,normal,526017,779VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
VISTA-W0004,2023-09-11T14:46:07Z,2023-08-08T19:36:10Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-11T12:46:09Z,,,"General-Prevention-Windows-Workstation
08 Aug 23 19:38 UTC","General-Response-Windows
08 Aug 23 19:38 UTC","General-Sensor-Windows
06 Sep 23 11:09 UTC",No policy,No policy,c6bf0e742cbd469abb13af590441fdc2,10.10.10.238,192.168.0.15,192.168.0.1,201.17.211.16,,00-ff-78-de-4e-59,00-d7-6d-25-9f-90,normal,526017,36GRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3690,2023-09-11T14:49:02Z,2022-12-21T19:55:03Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T16:47:51Z,,,"General-Prevention-Windows-Workstation
03 Jul 23 10:50 UTC","General-Response-Windows
21 Dec 22 19:56 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,cade0c0990a740f2abd340b06e489d06,10.111.140.75,10.111.100.166,10.111.100.1,163.116.233.34,,00-d7-6d-2a-b9-a3,f4-ee-08-ab-38-a2,normal,526017,HMGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0992,2023-09-11T14:34:36Z,2023-03-01T13:32:13Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-28T12:18:22Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:27 UTC","General-Response-Windows
01 Mar 23 13:33 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,f424c1d1357b4500b543c27aa7924bf5,10.111.140.145,10.111.140.145,10.111.140.1,200.170.190.57,,d8-f3-bc-6d-c9-91,d8-f3-bc-6d-c9-91,normal,526060,NXHQMAL00T138028619Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3390,2023-09-11T14:13:29Z,2022-12-28T18:57:57Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-28T13:04:47Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:42 UTC","General-Response-Windows
28 Dec 22 19:01 UTC","General-Sensor-Windows
29 Aug 23 15:55 UTC",No policy,No policy,8e53f27160b147f1895f2f1849788df9,192.168.1.101,192.168.1.101,192.168.1.1,189.36.252.58,,00-d7-6d-12-de-91,00-d7-6d-12-de-91,normal,526017,7WBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0635,2023-08-29T20:39:18Z,2023-08-29T19:04:10Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2215,Nitro AN515-54,Acer,Workstation,Laptop,2023-08-29T20:09:25Z,,,"General-Prevention-Windows-Workstation
29 Aug 23 19:08 UTC","General-Response-Windows
29 Aug 23 19:08 UTC","General-Sensor-Windows
29 Aug 23 19:31 UTC",No policy,No policy,3d877b3bf5eb479bb0842aaba3cd7844,10.111.140.157,10.111.140.157,10.111.140.1,200.170.190.57,,68-54-5a-8e-cc-31,68-54-5a-8e-cc-31,normal,591594,NHQ6PAL00A1044D6DD9501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1042,2023-09-11T14:07:54Z,2022-12-15T18:27:03Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-05T14:00:28Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:33 UTC","General-Response-Windows
10 Jan 23 01:15 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,0904facd8dce4ea0bfea539b3c172066,10.212.100.106,192.168.0.110,192.168.0.1,200.170.190.57,,00-09-0f-fe-00-01,70-cd-0d-37-36-6f,normal,526060,NXHQMAL00T144008E29Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1150,2023-09-06T20:57:30Z,2023-02-27T15:25:17Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-17T11:59:02Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
27 Feb 23 15:26 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,e8aca12aa3f9483684497867e404eb18,10.111.100.183,10.111.140.210,10.111.140.1,200.170.190.57,,70-69-79-a7-58-21,48-51-c5-ee-e4-86,normal,526060,NXHQMAL00T149072D79Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0940,2023-09-11T14:39:35Z,2022-11-30T15:01:22Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.2364,Aspire A515-54,Acer,Workstation,Laptop,2023-09-07T13:33:19Z,,,"General-Prevention-Windows-Workstation
30 Jun 23 21:10 UTC","General-Response-Windows
30 Nov 22 18:40 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,7f6e6f14096a4bbaa89ed2fd5beb06fc,10.111.140.55,10.111.140.55,10.111.140.1,45.230.103.59,,d8-f3-bc-6d-c9-93,d8-f3-bc-6d-c9-93,normal,526060,NXHQMAL00T138027FA9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3042,2023-09-11T14:41:42Z,2022-01-18T18:23:30Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-11T12:05:08Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:48 UTC","General-Response-Windows
18 Jan 22 18:25 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,4737acdd2ee0426ea3f69deb8252cd85,192.168.0.26,192.168.0.26,192.168.0.1,189.122.211.117,,70-cf-49-e6-1f-c7,70-cf-49-e6-1f-c7,normal,526060,HPVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-JVL-W2125,2023-09-11T14:59:58Z,2022-11-30T15:03:27Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Inspiron 3501,Dell Inc.,Workstation,Laptop,2023-09-01T21:01:35Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:37 UTC","General-Response-Windows
30 Nov 22 18:41 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,40e057e118064c918812675bb01e4de6,192.168.1.143,192.168.1.143,192.168.1.1,187.99.124.126,,5c-cd-5b-f2-2d-f8,5c-cd-5b-f2-2d-f8,normal,526017,4R20XF3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W2141,2023-09-11T14:54:24Z,2023-08-09T19:10:16Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2215,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-06T11:53:43Z,,,"General-Prevention-Windows-Workstation
09 Aug 23 19:12 UTC","General-Response-Windows
09 Aug 23 19:12 UTC","General-Sensor-Windows
30 Aug 23 14:12 UTC",No policy,No policy,2ec4e1ab6de0459a8d6601d5d0cbd21b,10.111.100.197,10.111.100.197,10.111.100.1,200.170.190.57,,b0-7b-25-2d-ec-9d,b0-7b-25-2d-ec-9d,normal,526060,7HBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6245,2023-09-11T14:39:57Z,2023-05-23T21:10:43Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-03T17:18:23Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:51 UTC","General-Response-Windows
23 May 23 21:13 UTC","General-Sensor-Windows
29 Aug 23 15:31 UTC",No policy,No policy,3e273fc9a0e3456ca8e266513c55f633,192.168.0.43,192.168.0.43,192.168.0.1,177.50.43.178,,00-d7-6d-5f-b2-25,00-d7-6d-5f-b2-25,normal,526017,F3KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3632,2023-08-22T14:50:42Z,2023-03-23T12:56:57Z,Windows,Windows 10,"1,90E+04",Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-18T13:04:20Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 22:35 UTC","General-Response-Windows
23 Mar 23 12:57 UTC","Teste de estabilidade de versao
18 Aug 23 15:44 UTC",No policy,No policy,bd4283c5cecc479588178dd95331cc02,10.10.50.70,10.10.50.70,10.10.50.1,200.207.174.156,,00-d7-6d-25-a7-fb,00-d7-6d-25-a7-fb,normal,526017,B7GRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF-Prevention-Policy-Homol-Win,LF_Windows_Scan_Agendado"
LOFT-M3497,2023-09-11T14:47:44Z,2023-07-06T14:55:18Z,Mac,Monterey (12),21G646,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:02 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
06 Jul 23 14:58 UTC",No policy,No policy,986324cdf3f54ffa840cead76ae1f7a7,192.168.0.169,,,170.83.246.51,,88-66-5a-51-bb-a5,,normal,591594,C02G50HKMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
